period;value;ref_area;price_type;unit_measure
2025-12-01;106450.1005493352;Ханты-Мансийский автономный округ — Югра;Вторичный рынок;руб. за квадратный метр
2026-01-01;106000.3003264857;Ханты-Мансийский автономный округ — Югра;Вторичный рынок;руб. за квадратный метр
2022-01-01;98827.8445292208;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2022-02-01;92719.9307692308;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2022-03-01;96893.006993007;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2022-04-01;96556.3725490196;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2022-05-01;96863.8388516609;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2022-06-01;100047.9913053097;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2022-07-01;92765.6675762195;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2022-08-01;92055.5080357143;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2022-09-01;95547.4540534521;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2022-10-01;101514.2293731491;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2022-11-01;105450.032808642;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2022-12-01;99489.048150685;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2023-01-01;98313.8075313808;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2023-02-01;102786.5275142315;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2023-03-01;107626.2077294686;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2023-04-01;107616.5254237288;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2023-05-01;107779.0973871734;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2023-06-01;112743.4895413123;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2023-07-01;111064.6361482255;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2023-08-01;108833.9141877795;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2023-09-01;108194.4591525424;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2023-10-01;111620.4948979592;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2023-11-01;115622.3773138548;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2023-12-01;125024.1531764706;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2024-01-01;128639.8174109264;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2024-02-01;126458.1772846975;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2024-03-01;129843.1111111111;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2024-04-01;134665.3996566524;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2024-05-01;131813.1472763954;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2024-06-01;129464.3125303644;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2024-07-01;132200.2206287921;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2024-08-01;141881.4014714205;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2024-09-01;141500.6595644796;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2024-10-01;147162.5287633803;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2024-11-01;158138.2446979038;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2024-12-01;162387.0247651007;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2025-01-01;161246.2792846821;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2025-02-01;165331.9015512048;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2025-03-01;153877.0352609309;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2025-04-01;173050.3539610056;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2025-05-01;156482.8241979522;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2025-06-01;159102.6116870144;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2025-07-01;168623.5160962025;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2025-08-01;169354.0587219344;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2025-09-01;166887.8414610613;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2025-10-01;181517.7102918171;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2025-11-01;173856.6243194192;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2025-12-01;172937.5193318899;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2026-01-01;171102.1686611686;Республика Адыгея;Первичный рынок;руб. за квадратный метр
2022-01-01;65773.5857421875;Орловская область;Вторичный рынок;руб. за квадратный метр
2022-02-01;67617.9656760886;Орловская область;Вторичный рынок;руб. за квадратный метр
2022-03-01;70085.7051403368;Орловская область;Вторичный рынок;руб. за квадратный метр
2022-04-01;69884.5385116938;Орловская область;Вторичный рынок;руб. за квадратный метр
2022-05-01;70046.7878594249;Орловская область;Вторичный рынок;руб. за квадратный метр
2022-06-01;69993.6050871731;Орловская область;Вторичный рынок;руб. за квадратный метр
2022-07-01;69767.934740566;Орловская область;Вторичный рынок;руб. за квадратный метр
2022-08-01;70174.3528556319;Орловская область;Вторичный рынок;руб. за квадратный метр
2022-09-01;70740.7583106695;Орловская область;Вторичный рынок;руб. за квадратный метр
2022-10-01;70449.4283788396;Орловская область;Вторичный рынок;руб. за квадратный метр
2022-11-01;70888.8868374558;Орловская область;Вторичный рынок;руб. за квадратный метр
2022-12-01;70565.1919459103;Орловская область;Вторичный рынок;руб. за квадратный метр
2023-01-01;70975.6045006402;Орловская область;Вторичный рынок;руб. за квадратный метр
2023-02-01;71098.9814614878;Орловская область;Вторичный рынок;руб. за квадратный метр
2023-03-01;71993.1741884817;Орловская область;Вторичный рынок;руб. за квадратный метр
2023-04-01;71474.2721179941;Орловская область;Вторичный рынок;руб. за квадратный метр
2023-05-01;72822.8235925256;Орловская область;Вторичный рынок;руб. за квадратный метр
2023-06-01;72536.4267305315;Орловская область;Вторичный рынок;руб. за квадратный метр
2023-07-01;73398.6243231162;Орловская область;Вторичный рынок;руб. за квадратный метр
2023-08-01;74369.2062321937;Орловская область;Вторичный рынок;руб. за квадратный метр
2023-09-01;74038.1413744428;Орловская область;Вторичный рынок;руб. за квадратный метр
2023-10-01;76356.8595472918;Орловская область;Вторичный рынок;руб. за квадратный метр
2023-11-01;76281.0476647287;Орловская область;Вторичный рынок;руб. за квадратный метр
2023-12-01;78057.8187927107;Орловская область;Вторичный рынок;руб. за квадратный метр
2024-01-01;79050.8116557018;Орловская область;Вторичный рынок;руб. за квадратный метр
2024-02-01;79568.6259891892;Орловская область;Вторичный рынок;руб. за квадратный метр
2024-03-01;80770.9497093649;Орловская область;Вторичный рынок;руб. за квадратный метр
2024-04-01;81019.7386536585;Орловская область;Вторичный рынок;руб. за квадратный метр
2024-05-01;80096.2096768402;Орловская область;Вторичный рынок;руб. за квадратный метр
2024-06-01;79545.6449694856;Орловская область;Вторичный рынок;руб. за квадратный метр
2024-07-01;80383.9525176056;Орловская область;Вторичный рынок;руб. за квадратный метр
2024-08-01;80701.1590027199;Орловская область;Вторичный рынок;руб. за квадратный метр
2024-09-01;81230.8262081448;Орловская область;Вторичный рынок;руб. за квадратный метр
2024-10-01;81092.2537783595;Орловская область;Вторичный рынок;руб. за квадратный метр
2024-11-01;81687.6559709619;Орловская область;Вторичный рынок;руб. за квадратный метр
2024-12-01;81831.3198806942;Орловская область;Вторичный рынок;руб. за квадратный метр
2025-01-01;81998.6000339751;Орловская область;Вторичный рынок;руб. за квадратный метр
2025-02-01;84222.6518505338;Орловская область;Вторичный рынок;руб. за квадратный метр
2025-03-01;83563.3239032258;Орловская область;Вторичный рынок;руб. за квадратный метр
2025-04-01;83013.8003589744;Орловская область;Вторичный рынок;руб. за квадратный метр
2025-05-01;81145.1470787637;Орловская область;Вторичный рынок;руб. за квадратный метр
2025-06-01;83634.6574842767;Орловская область;Вторичный рынок;руб. за квадратный метр
2025-07-01;83033.5297945206;Орловская область;Вторичный рынок;руб. за квадратный метр
2025-08-01;80690.9068911439;Орловская область;Вторичный рынок;руб. за квадратный метр
2025-09-01;82585.7827971403;Орловская область;Вторичный рынок;руб. за квадратный метр
2025-10-01;82964.9446381579;Орловская область;Вторичный рынок;руб. за квадратный метр
2025-11-01;82516.3482969432;Орловская область;Вторичный рынок;руб. за квадратный метр
2025-12-01;82439.7142283298;Орловская область;Вторичный рынок;руб. за квадратный метр
2026-01-01;82500.4077633136;Орловская область;Вторичный рынок;руб. за квадратный метр
2022-01-01;65793.226027907;Вологодская область;Первичный рынок;руб. за квадратный метр
2022-02-01;69648.915730801;Вологодская область;Первичный рынок;руб. за квадратный метр
2022-03-01;70530.6037411504;Вологодская область;Первичный рынок;руб. за квадратный метр
2022-04-01;74211.8114065336;Вологодская область;Первичный рынок;руб. за квадратный метр
2022-05-01;74824.6313078849;Вологодская область;Первичный рынок;руб. за квадратный метр
2022-06-01;75024.923180212;Вологодская область;Первичный рынок;руб. за квадратный метр
2022-07-01;77208.8962569214;Вологодская область;Первичный рынок;руб. за квадратный метр
2022-08-01;77955.5587732919;Вологодская область;Первичный рынок;руб. за квадратный метр
2022-09-01;80229.4108658744;Вологодская область;Первичный рынок;руб. за квадратный метр
2022-10-01;78194.2737056738;Вологодская область;Первичный рынок;руб. за квадратный метр
2022-11-01;78976.885951567;Вологодская область;Первичный рынок;руб. за квадратный метр
2022-12-01;78972.7758898944;Вологодская область;Первичный рынок;руб. за квадратный метр
2023-01-01;82046.0909874477;Вологодская область;Первичный рынок;руб. за квадратный метр
2023-02-01;82778.0578858351;Вологодская область;Первичный рынок;руб. за квадратный метр
2023-03-01;83124.3926368998;Вологодская область;Первичный рынок;руб. за квадратный метр
2023-04-01;84809.2831978206;Вологодская область;Первичный рынок;руб. за квадратный метр
2023-05-01;84156.9669357639;Вологодская область;Первичный рынок;руб. за квадратный метр
2023-06-01;84070.7691666667;Вологодская область;Первичный рынок;руб. за квадратный метр
2023-07-01;85060.0325531915;Вологодская область;Первичный рынок;руб. за квадратный метр
2023-08-01;86375.6219741936;Вологодская область;Первичный рынок;руб. за квадратный метр
2023-09-01;86010.2974775673;Вологодская область;Первичный рынок;руб. за квадратный метр
2023-10-01;86829.453109493;Вологодская область;Первичный рынок;руб. за квадратный метр
2023-11-01;86955.1072670192;Вологодская область;Первичный рынок;руб. за квадратный метр
2023-12-01;87306.7804026846;Вологодская область;Первичный рынок;руб. за квадратный метр
2024-01-01;90798.3627391938;Вологодская область;Первичный рынок;руб. за квадратный метр
2024-02-01;89015.980095729;Вологодская область;Первичный рынок;руб. за квадратный метр
2024-03-01;91158.9634871155;Вологодская область;Первичный рынок;руб. за квадратный метр
2024-04-01;91410.3262041361;Вологодская область;Первичный рынок;руб. за квадратный метр
2024-05-01;92397.2639317507;Вологодская область;Первичный рынок;руб. за квадратный метр
2024-06-01;93358.9310463659;Вологодская область;Первичный рынок;руб. за квадратный метр
2024-07-01;91750.2092933239;Вологодская область;Первичный рынок;руб. за квадратный метр
2024-08-01;90175.2221630901;Вологодская область;Первичный рынок;руб. за квадратный метр
2024-09-01;92043.3772787611;Вологодская область;Первичный рынок;руб. за квадратный метр
2024-10-01;93939.6277306425;Вологодская область;Первичный рынок;руб. за квадратный метр
2024-11-01;95941.4898235294;Вологодская область;Первичный рынок;руб. за квадратный метр
2024-12-01;96999.9579508197;Вологодская область;Первичный рынок;руб. за квадратный метр
2025-01-01;98876.5279865772;Вологодская область;Первичный рынок;руб. за квадратный метр
2025-02-01;98171.0391041397;Вологодская область;Первичный рынок;руб. за квадратный метр
2025-03-01;98582.3921767381;Вологодская область;Первичный рынок;руб. за квадратный метр
2025-04-01;101184.5407222587;Вологодская область;Первичный рынок;руб. за квадратный метр
2025-05-01;101361.5411712379;Вологодская область;Первичный рынок;руб. за квадратный метр
2025-06-01;103317.5529697396;Вологодская область;Первичный рынок;руб. за квадратный метр
2025-07-01;112166.2523050139;Вологодская область;Первичный рынок;руб. за квадратный метр
2025-08-01;107855.4358629989;Вологодская область;Первичный рынок;руб. за квадратный метр
2025-09-01;111042.0185936152;Вологодская область;Первичный рынок;руб. за квадратный метр
2025-10-01;114579.9721356554;Вологодская область;Первичный рынок;руб. за квадратный метр
2025-11-01;116011.3396006656;Вологодская область;Первичный рынок;руб. за квадратный метр
2025-12-01;113534.2220931284;Вологодская область;Первичный рынок;руб. за квадратный метр
2026-01-01;117207.8159381551;Вологодская область;Первичный рынок;руб. за квадратный метр
2022-01-01;56591.1166723068;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2022-02-01;57833.5274883961;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2022-03-01;60883.1351436314;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2022-04-01;62239.5533041475;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2022-05-01;62651.7823460674;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2022-06-01;62071.2789414317;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2022-07-01;60699.2758138469;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2022-08-01;61493.5691168964;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2022-09-01;61508.9802150538;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2022-10-01;62435.2517360406;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2022-11-01;63360.2017989691;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2022-12-01;64848.6401155751;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2023-01-01;66450.4792976396;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2023-02-01;66791.0766402266;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2023-03-01;67831.4422678843;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2023-04-01;68346.9365834219;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2023-05-01;69050.7196964587;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2023-06-01;69390.0616646635;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2023-07-01;69119.9605882353;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2023-08-01;69447.4900232019;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2023-09-01;71839.9656627517;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2023-10-01;76042.3903958828;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2023-11-01;78247.3068157695;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2023-12-01;81234.9662889984;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2024-01-01;82492.3115719064;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2024-02-01;83900.1203722084;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2024-03-01;84383.797388535;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2024-04-01;85673.771271722;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2024-05-01;85549.293184;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2024-06-01;84733.1989758535;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2024-07-01;85008.1567467949;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2024-08-01;86130.1955201863;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2024-09-01;87373.0685902401;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2024-10-01;86148.1573977695;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2024-11-01;85877.9169765562;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2024-12-01;86660.6755685131;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2025-01-01;89245.797289272;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2025-02-01;89670.1117690193;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2025-03-01;95853.2268086817;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2025-04-01;97086.1129278524;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2025-05-01;96914.7295356836;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2025-06-01;95738.2297433547;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2025-07-01;98400.326440678;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2025-08-01;97728.9131431334;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2025-09-01;96112.5477827248;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2025-10-01;98552.2363580786;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2025-11-01;100176.5309363636;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2025-12-01;102160.3162884411;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2026-01-01;102126.0620643154;Республика Марий Эл;Вторичный рынок;руб. за квадратный метр
2022-01-01;74689.1426081315;Мурманская область;Вторичный рынок;руб. за квадратный метр
2022-02-01;78230.27232493;Мурманская область;Вторичный рынок;руб. за квадратный метр
2022-03-01;79428.2592872727;Мурманская область;Вторичный рынок;руб. за квадратный метр
2022-04-01;77570.342394082;Мурманская область;Вторичный рынок;руб. за квадратный метр
2022-05-01;76108.3411503895;Мурманская область;Вторичный рынок;руб. за квадратный метр
2022-06-01;77926.4633856894;Мурманская область;Вторичный рынок;руб. за квадратный метр
2022-07-01;77415.5136810345;Мурманская область;Вторичный рынок;руб. за квадратный метр
2022-08-01;78203.8095546559;Мурманская область;Вторичный рынок;руб. за квадратный метр
2022-09-01;77011.9793935484;Мурманская область;Вторичный рынок;руб. за квадратный метр
2022-10-01;77295.8886410725;Мурманская область;Вторичный рынок;руб. за квадратный метр
2022-11-01;78639.5852968568;Мурманская область;Вторичный рынок;руб. за квадратный метр
2022-12-01;78364.3358698454;Мурманская область;Вторичный рынок;руб. за квадратный метр
2023-01-01;78778.4066688742;Мурманская область;Вторичный рынок;руб. за квадратный метр
2023-02-01;78559.0943087249;Мурманская область;Вторичный рынок;руб. за квадратный метр
2023-03-01;78140.4245592705;Мурманская область;Вторичный рынок;руб. за квадратный метр
2023-04-01;78853.6332958802;Мурманская область;Вторичный рынок;руб. за квадратный метр
2023-05-01;78564.5709230769;Мурманская область;Вторичный рынок;руб. за квадратный метр
2023-06-01;76717.5270570342;Мурманская область;Вторичный рынок;руб. за квадратный метр
2023-07-01;79618.4177272727;Мурманская область;Вторичный рынок;руб. за квадратный метр
2023-08-01;80415.8191516966;Мурманская область;Вторичный рынок;руб. за квадратный метр
2023-09-01;84435.3618644068;Мурманская область;Вторичный рынок;руб. за квадратный метр
2023-10-01;88218.0603888889;Мурманская область;Вторичный рынок;руб. за квадратный метр
2023-11-01;89972.2082926829;Мурманская область;Вторичный рынок;руб. за квадратный метр
2023-12-01;86863.2420736842;Мурманская область;Вторичный рынок;руб. за квадратный метр
2024-01-01;89709.2925725338;Мурманская область;Вторичный рынок;руб. за квадратный метр
2024-02-01;92822.2644720497;Мурманская область;Вторичный рынок;руб. за квадратный метр
2024-03-01;94083.6203539823;Мурманская область;Вторичный рынок;руб. за квадратный метр
2024-04-01;94095.2138475336;Мурманская область;Вторичный рынок;руб. за квадратный метр
2024-05-01;96112.6370146678;Мурманская область;Вторичный рынок;руб. за квадратный метр
2024-06-01;93206.900619137;Мурманская область;Вторичный рынок;руб. за квадратный метр
2024-07-01;94132.5913894737;Мурманская область;Вторичный рынок;руб. за квадратный метр
2024-08-01;95958.1309393939;Мурманская область;Вторичный рынок;руб. за квадратный метр
2024-09-01;97830.8044745484;Мурманская область;Вторичный рынок;руб. за квадратный метр
2024-10-01;98181.9303592814;Мурманская область;Вторичный рынок;руб. за квадратный метр
2024-11-01;97091.8050802139;Мурманская область;Вторичный рынок;руб. за квадратный метр
2024-12-01;96296.5544371482;Мурманская область;Вторичный рынок;руб. за квадратный метр
2025-01-01;95234.7321543986;Мурманская область;Вторичный рынок;руб. за квадратный метр
2025-02-01;93961.090311943;Мурманская область;Вторичный рынок;руб. за квадратный метр
2025-03-01;93596.142647541;Мурманская область;Вторичный рынок;руб. за квадратный метр
2025-04-01;89431.9235376662;Мурманская область;Вторичный рынок;руб. за квадратный метр
2025-05-01;90250.3055237316;Мурманская область;Вторичный рынок;руб. за квадратный метр
2025-06-01;89292.7410493274;Мурманская область;Вторичный рынок;руб. за квадратный метр
2025-07-01;85811.6358317215;Мурманская область;Вторичный рынок;руб. за квадратный метр
2025-08-01;85634.6217142857;Мурманская область;Вторичный рынок;руб. за квадратный метр
2025-09-01;90780.3418594687;Мурманская область;Вторичный рынок;руб. за квадратный метр
2025-10-01;87342.9675130695;Мурманская область;Вторичный рынок;руб. за квадратный метр
2025-11-01;87807.1641721371;Мурманская область;Вторичный рынок;руб. за квадратный метр
2025-12-01;87061.3987448047;Мурманская область;Вторичный рынок;руб. за квадратный метр
2026-01-01;88474.1867250996;Мурманская область;Вторичный рынок;руб. за квадратный метр
2022-01-01;118957.5552688172;Томская область;Первичный рынок;руб. за квадратный метр
2022-02-01;116871.8438219895;Томская область;Первичный рынок;руб. за квадратный метр
2022-03-01;110567.465198556;Томская область;Первичный рынок;руб. за квадратный метр
2022-04-01;115547.8761525974;Томская область;Первичный рынок;руб. за квадратный метр
2022-05-01;97463.6624951267;Томская область;Первичный рынок;руб. за квадратный метр
2022-06-01;91451.0739856802;Томская область;Первичный рынок;руб. за квадратный метр
2022-07-01;93735.2941176471;Томская область;Первичный рынок;руб. за квадратный метр
2022-08-01;89546.1113765182;Томская область;Первичный рынок;руб. за квадратный метр
2022-09-01;91682.7794561934;Томская область;Первичный рынок;руб. за квадратный метр
2022-10-01;93380.5403899721;Томская область;Первичный рынок;руб. за квадратный метр
2022-11-01;108374.2110714286;Томская область;Первичный рынок;руб. за квадратный метр
2022-12-01;109212.5144740973;Томская область;Первичный рынок;руб. за квадратный метр
2023-01-01;116589.2663969659;Томская область;Первичный рынок;руб. за квадратный метр
2023-02-01;116284.0717890772;Томская область;Первичный рынок;руб. за квадратный метр
2023-03-01;113763.7852797451;Томская область;Первичный рынок;руб. за квадратный метр
2023-04-01;115430.2043057176;Томская область;Первичный рынок;руб. за квадратный метр
2023-05-01;112883.4886506159;Томская область;Первичный рынок;руб. за квадратный метр
2023-06-01;115721.5242881072;Томская область;Первичный рынок;руб. за квадратный метр
2023-07-01;114304.2391260745;Томская область;Первичный рынок;руб. за квадратный метр
2023-08-01;125555.043603352;Томская область;Первичный рынок;руб. за квадратный метр
2023-09-01;125940.1090791367;Томская область;Первичный рынок;руб. за квадратный метр
2023-10-01;124896.5762991266;Томская область;Первичный рынок;руб. за квадратный метр
2023-11-01;124312.8482008272;Томская область;Первичный рынок;руб. за квадратный метр
2023-12-01;128285.1426413155;Томская область;Первичный рынок;руб. за квадратный метр
2024-01-01;131793.7687136465;Томская область;Первичный рынок;руб. за квадратный метр
2024-02-01;133390.5872888174;Томская область;Первичный рынок;руб. за квадратный метр
2024-03-01;127441.5912843406;Томская область;Первичный рынок;руб. за квадратный метр
2024-04-01;124257.7562080537;Томская область;Первичный рынок;руб. за квадратный метр
2024-05-01;125956.3802817319;Томская область;Первичный рынок;руб. за квадратный метр
2024-06-01;128590.9908055329;Томская область;Первичный рынок;руб. за квадратный метр
2024-07-01;127662.6283124397;Томская область;Первичный рынок;руб. за квадратный метр
2024-08-01;129399.3375874126;Томская область;Первичный рынок;руб. за квадратный метр
2024-09-01;129170.4081522446;Томская область;Первичный рынок;руб. за квадратный метр
2024-10-01;134019.9944469628;Томская область;Первичный рынок;руб. за квадратный метр
2024-11-01;139211.6041656897;Томская область;Первичный рынок;руб. за квадратный метр
2024-12-01;140986.204242768;Томская область;Первичный рынок;руб. за квадратный метр
2025-01-01;143708.7132192175;Томская область;Первичный рынок;руб. за квадратный метр
2025-02-01;141504.0368963118;Томская область;Первичный рынок;руб. за квадратный метр
2025-03-01;145497.1171993912;Томская область;Первичный рынок;руб. за квадратный метр
2025-04-01;146706.8018851757;Томская область;Первичный рынок;руб. за квадратный метр
2025-05-01;145061.9475986842;Томская область;Первичный рынок;руб. за квадратный метр
2025-06-01;143303.0524061033;Томская область;Первичный рынок;руб. за квадратный метр
2025-07-01;146151.264171123;Томская область;Первичный рынок;руб. за квадратный метр
2025-08-01;149197.6168524651;Томская область;Первичный рынок;руб. за квадратный метр
2025-09-01;152278.1707972756;Томская область;Первичный рынок;руб. за квадратный метр
2025-10-01;147003.4673140496;Томская область;Первичный рынок;руб. за квадратный метр
2025-11-01;149139.4579346486;Томская область;Первичный рынок;руб. за квадратный метр
2025-12-01;149166.552752324;Томская область;Первичный рынок;руб. за квадратный метр
2026-01-01;151090.5543308469;Томская область;Первичный рынок;руб. за квадратный метр
2022-01-01;160213.289715662;Московская область;Первичный рынок;руб. за квадратный метр
2022-02-01;162830.6544978572;Московская область;Первичный рынок;руб. за квадратный метр
2022-03-01;168950.1435344539;Московская область;Первичный рынок;руб. за квадратный метр
2022-04-01;168437.0784843012;Московская область;Первичный рынок;руб. за квадратный метр
2022-05-01;168607.7649593781;Московская область;Первичный рынок;руб. за квадратный метр
2022-06-01;169051.6471208496;Московская область;Первичный рынок;руб. за квадратный метр
2022-07-01;170483.7941280293;Московская область;Первичный рынок;руб. за квадратный метр
2022-08-01;170058.488934959;Московская область;Первичный рынок;руб. за квадратный метр
2022-09-01;169700.4247155078;Московская область;Первичный рынок;руб. за квадратный метр
2022-10-01;168183.5248390459;Московская область;Первичный рынок;руб. за квадратный метр
2022-11-01;169180.7844780124;Московская область;Первичный рынок;руб. за квадратный метр
2022-12-01;170628.6478619409;Московская область;Первичный рынок;руб. за квадратный метр
2023-01-01;170547.1687750224;Московская область;Первичный рынок;руб. за квадратный метр
2023-02-01;171726.898596028;Московская область;Первичный рынок;руб. за квадратный метр
2023-03-01;170116.9738631865;Московская область;Первичный рынок;руб. за квадратный метр
2023-04-01;171492.4668567778;Московская область;Первичный рынок;руб. за квадратный метр
2023-05-01;176499.7786271928;Московская область;Первичный рынок;руб. за квадратный метр
2023-06-01;177395.9109978916;Московская область;Первичный рынок;руб. за квадратный метр
2023-07-01;178652.2518204482;Московская область;Первичный рынок;руб. за квадратный метр
2023-08-01;181908.253835696;Московская область;Первичный рынок;руб. за квадратный метр
2023-09-01;185734.5865765964;Московская область;Первичный рынок;руб. за квадратный метр
2023-10-01;186643.9769656963;Московская область;Первичный рынок;руб. за квадратный метр
2023-11-01;187262.9200266372;Московская область;Первичный рынок;руб. за квадратный метр
2023-12-01;188740.3372348989;Московская область;Первичный рынок;руб. за квадратный метр
2024-01-01;191288.8390855962;Московская область;Первичный рынок;руб. за квадратный метр
2024-02-01;191272.4320742535;Московская область;Первичный рынок;руб. за квадратный метр
2024-03-01;193749.3679307944;Московская область;Первичный рынок;руб. за квадратный метр
2024-04-01;192493.7006791858;Московская область;Первичный рынок;руб. за квадратный метр
2024-05-01;193721.0801152498;Московская область;Первичный рынок;руб. за квадратный метр
2024-06-01;198454.2481904729;Московская область;Первичный рынок;руб. за квадратный метр
2024-07-01;200706.6907685248;Московская область;Первичный рынок;руб. за квадратный метр
2024-08-01;195449.7170980921;Московская область;Первичный рынок;руб. за квадратный метр
2024-09-01;200098.4417922311;Московская область;Первичный рынок;руб. за квадратный метр
2024-10-01;199460.2619156311;Московская область;Первичный рынок;руб. за квадратный метр
